,text,emotion,target_utterance,context_utterances,full_text,text_cleaned
534,my life meri zindagi khatam ho gayi hai can you imagine sahil uss rita se toh monisha zyada achi hai can you imagine mein kya itni buri hun mummyji haan beta lekin wo rita oh my god saans leti hai toh bhi cheenk sunai deti hai,3,haan beta lekin wo rita oh my god saans leti hai toh bhi cheenk sunai deti hai,my life meri zindagi khatam ho gayi hai can you imagine sahil uss rita se toh monisha zyada achi hai can you imagine mein kya itni buri hun mummyji,my life meri zindagi khatam ho gayi hai can you imagine sahil uss rita se toh monisha zyada achi hai can you imagine mein kya itni buri hun mummyji haan beta lekin wo rita oh my god saans leti hai toh bhi cheenk sunai deti hai,life meri jindagi khatam hu gayi hai yu imagin sahil us rita se tuh munisha jyada achi hai yu imagin mein kya itni buri hun mumyji han beta lekin vu rita uh gud san leti hai tuh bhi chenk sunai deti hai
535,"Off ho Maya, he kamina kutta Deependar, sone hi nahi deta! Ek do aur gaane gaao na... Aray kitne gaane gaau, sare ke sare remix suna diye, do chaar to dance bhi kar ke dikhaye. ""Saiya dil mein aanaa re, aakar fir na jaanaa re aeee, cham chamaa cham cham"" Uske baad vo Sarupa ka aalab bhi gaya maine, ""Aaa"", to kambqt mujhe daant dikhaane laga. Strange huh, itne bade khandaan ka kutta, aur itne middle class taste.",0,"Strange huh, itne bade khandaan ka kutta, aur itne middle class taste.","Off ho Maya, he kamina kutta Deependar, sone hi nahi deta! Ek do aur gaane gaao na... Aray kitne gaane gaau, sare ke sare remix suna diye, do chaar to dance bhi kar ke dikhaye. ""Saiya dil mein aanaa re, aakar fir na jaanaa re aeee, cham chamaa cham cham"" Uske baad vo Sarupa ka aalab bhi gaya maine, ""Aaa"", to kambqt mujhe daant dikhaane laga.","Off ho Maya, he kamina kutta Deependar, sone hi nahi deta! Ek do aur gaane gaao na... Aray kitne gaane gaau, sare ke sare remix suna diye, do chaar to dance bhi kar ke dikhaye. ""Saiya dil mein aanaa re, aakar fir na jaanaa re aeee, cham chamaa cham cham"" Uske baad vo Sarupa ka aalab bhi gaya maine, ""Aaa"", to kambqt mujhe daant dikhaane laga. Strange huh, itne bade khandaan ka kutta, aur itne middle class taste.",hu maya kamina kuta dependar sune hi nahi deta ek du aur gane gau na aray kitn gane gau sare ke sare remix suna diy du char tu danc bhi kar ke dikhay saiya dil mein ana akar fir na jana ae cham chama cham cham usk bad vu sarupa ka alab bhi gaya main aa tu kambkt mujh dant dikhan laga strang huh itn bade khandan ka kuta aur itn midl cla tast
536,wo sabji maine bilkul fresh Banai thi aur aur tiffin bhi acchi Tarah Se dhoya tha haila kya what are you saying now that's a confession dekha sab log chauke na,1,now that's a confession dekha sab log chauke na,wo sabji maine bilkul fresh Banai thi aur aur tiffin bhi acchi Tarah Se dhoya tha haila kya what are you saying,wo sabji maine bilkul fresh Banai thi aur aur tiffin bhi acchi Tarah Se dhoya tha haila kya what are you saying now that's a confession dekha sab log chauke na,vu sabji main bilkul fresh banai thi aur aur tifin bhi achi tarah se dhuya tha haila kya vhat yu say nuv cunfesiun dekha sab lug chauk na
537,pa paah paah Rosesh k kar raha hai?,0,Rosesh k kar raha hai?,pa paah paah,pa paah paah Rosesh k kar raha hai?,pa pah pah rusesh k kar raha hai
538,"Ae Bhalu uth, mai Parul nahi hu. Chal jhoothi kahi ki. Lucchi! Mujhe sab dikh raha hai. Tu Parul hai, I love you Parul! Uth! Mai Parul nahi hu, kaha na! Parul ko moonchhe hai kya! Haan.",0,Haan.,"Ae Bhalu uth, mai Parul nahi hu. Chal jhoothi kahi ki. Lucchi! Mujhe sab dikh raha hai. Tu Parul hai, I love you Parul! Uth! Mai Parul nahi hu, kaha na! Parul ko moonchhe hai kya!","Ae Bhalu uth, mai Parul nahi hu. Chal jhoothi kahi ki. Lucchi! Mujhe sab dikh raha hai. Tu Parul hai, I love you Parul! Uth! Mai Parul nahi hu, kaha na! Parul ko moonchhe hai kya! Haan.",ae bhalu uth mai parul nahi hu chal jhuthi kahi ki luchi mujh sab dikh raha hai tu parul hai luve yu parul uth mai parul nahi hu kaha na parul ku munch hai kya han
539,"Meri yahi kavita sunke hi Maya mere peeche paagal huyi thi. Haan to? Mere kavitae sunkar bhi ladkiya mere picche pagal hoti hain! Abe lallu... Vo baal nochkar idhar udhar bhagne vaali paagal nahi…deewani hui thi mere picche, samjha matlab?",2,"Abe lallu... Vo baal nochkar idhar udhar bhagne vaali paagal nahi…deewani hui thi mere picche, samjha matlab?",Meri yahi kavita sunke hi Maya mere peeche paagal huyi thi. Haan to? Mere kavitae sunkar bhi ladkiya mere picche pagal hoti hain!,"Meri yahi kavita sunke hi Maya mere peeche paagal huyi thi. Haan to? Mere kavitae sunkar bhi ladkiya mere picche pagal hoti hain! Abe lallu... Vo baal nochkar idhar udhar bhagne vaali paagal nahi…deewani hui thi mere picche, samjha matlab?",meri yahi kavita sunk hi maya mere pech pagal huyi thi han tu mere kavita sunkar bhi ladkiya mere pich pagal huti hain abe lalu vu bal nuchkar idhar udhar bhagn vali pagal nahi devani hui thi mere pich samjha matlab
540,"Beta best friends vo hote hai jinke bare mein hum sab kuch jaante hai... To mere baare mein aap sab kuch jaanti to hai! Can I finish please? Aur us ke baavajoot hum unhe pasand karte hai. Matlab, aap mujhe pasand nahi karti? Well, agar mein honestly kahu, sachhe dil se, agar ek minute ke liye mai tumhaari dher saari buraaiya bhool jau.. Ye bhi bhool jau ki tum kitni middle class ho! To... bhi tum mujhe achchhi nahi lagati beta!",2,To... bhi tum mujhe achchhi nahi lagati beta!,"Beta best friends vo hote hai jinke bare mein hum sab kuch jaante hai... To mere baare mein aap sab kuch jaanti to hai! Can I finish please? Aur us ke baavajoot hum unhe pasand karte hai. Matlab, aap mujhe pasand nahi karti? Well, agar mein honestly kahu, sachhe dil se, agar ek minute ke liye mai tumhaari dher saari buraaiya bhool jau.. Ye bhi bhool jau ki tum kitni middle class ho!","Beta best friends vo hote hai jinke bare mein hum sab kuch jaante hai... To mere baare mein aap sab kuch jaanti to hai! Can I finish please? Aur us ke baavajoot hum unhe pasand karte hai. Matlab, aap mujhe pasand nahi karti? Well, agar mein honestly kahu, sachhe dil se, agar ek minute ke liye mai tumhaari dher saari buraaiya bhool jau.. Ye bhi bhool jau ki tum kitni middle class ho! To... bhi tum mujhe achchhi nahi lagati beta!",beta best friend vu hute hai jink bare mein hum sab kuch jant hai tu mere bare mein ap sab kuch janti tu hai finish pleas aur us ke bavajut hum unh pasand kart hai matlab ap mujh pasand nahi karti wel agar mein hunestli kahu sach dil se agar ek minut ke liy mai tumhari dher sari buraiya bhul jau ye bhi bhul jau ki tum kitni midl cla hu tu bhi tum mujh achchi nahi lagati beta
541,"Naatak ka naam hai, 'Doodh ki vyatha, chai banu, ya bachchhade ki khuraak' Doodh..., thodi der ke liye jam jaao.",2,"Doodh..., thodi der ke liye jam jaao.","Naatak ka naam hai, 'Doodh ki vyatha, chai banu, ya bachchhade ki khuraak'","Naatak ka naam hai, 'Doodh ki vyatha, chai banu, ya bachchhade ki khuraak' Doodh..., thodi der ke liye jam jaao.",natak ka nam hai dudh ki vyatha chai banu ya bachchad ki khurak dudh thudi der ke liy jam jau
542,Ye lijiye. Vada Paw. Arey itne saare Vada paw! Haan ab to mein crorepati hoon. Sahil haan wo saare cheez beech deyenge aur us se humme dher saare paison milenge. Nayi? Humme paison ki kya zaroorat hain? Arey itne saare vada paw jo khareedna hain!,1,Arey itne saare vada paw jo khareedna hain!,Ye lijiye. Vada Paw. Arey itne saare Vada paw! Haan ab to mein crorepati hoon. Sahil haan wo saare cheez beech deyenge aur us se humme dher saare paison milenge. Nayi? Humme paison ki kya zaroorat hain?,Ye lijiye. Vada Paw. Arey itne saare Vada paw! Haan ab to mein crorepati hoon. Sahil haan wo saare cheez beech deyenge aur us se humme dher saare paison milenge. Nayi? Humme paison ki kya zaroorat hain? Arey itne saare vada paw jo khareedna hain!,ye lijiy vada pav arey itn sare vada pav han ab tu mein crurepati hun sahil han vu sare chej bech deyeng aur us se hume dher sare paisun mileng nayi hume paisun ki kya jarurat hain arey itn sare vada pav ju kharedna hain
543,"Mom nechk to neck thi! Pata hai dad aap ko! Lekin fir bhi mom jeet gayi! Hai na mom! You know, 10 seconds bache the, itna tension! Mujhe samajh mein hi nahi aya, mai kya karu! Fir achaanak meri najar board pe giri, vaha 'H' likha hua tha... Aur maine utha ke 'W' laga diya, ban gaya 'witch'! Triple word triple letter score! Lekin mom, aise tension ke waqt aap ko ye 'witch' jaisa shabdh kaise shoojha? Aaina dekh liya hoga!",2,Aaina dekh liya hoga!,"Mom nechk to neck thi! Pata hai dad aap ko! Lekin fir bhi mom jeet gayi! Hai na mom! You know, 10 seconds bache the, itna tension! Mujhe samajh mein hi nahi aya, mai kya karu! Fir achaanak meri najar board pe giri, vaha 'H' likha hua tha... Aur maine utha ke 'W' laga diya, ban gaya 'witch'! Triple word triple letter score! Lekin mom, aise tension ke waqt aap ko ye 'witch' jaisa shabdh kaise shoojha?","Mom nechk to neck thi! Pata hai dad aap ko! Lekin fir bhi mom jeet gayi! Hai na mom! You know, 10 seconds bache the, itna tension! Mujhe samajh mein hi nahi aya, mai kya karu! Fir achaanak meri najar board pe giri, vaha 'H' likha hua tha... Aur maine utha ke 'W' laga diya, ban gaya 'witch'! Triple word triple letter score! Lekin mom, aise tension ke waqt aap ko ye 'witch' jaisa shabdh kaise shoojha? Aaina dekh liya hoga!",mum nechk tu neck thi pata hai dad ap ku lekin fir bhi mum jet gayi hai na mum yu knuv 10 secund bach itna tensiun mujh samajh mein hi nahi aya mai kya karu fir achanak meri najar buard pe giri vaha h likha hua tha aur main utha ke w laga diya ban gaya vitch tripl vurd tripl leter scure lekin mum ais tensiun ke vakt ap ku ye vitch jaisa shabdh kais shujha aaina dekh liya huga
544,"vaise mami ji aphi kahati hai ki Mere guest bedroom mein bahut Sare chuhe ho gaye hain. you know mama chuho Se plague fail sakta hai in chuho se nahin rosesh, vah to bade bade wild mote Jungali rats wo felata hai plague. yah to bichari Chhote little baby mice yeah yeah lekin rosesh bhaiya wo Tum pest control Karva kar Un chhote chhote Bezubaan janvaron Ka Sansar ujaran chahti ho beta",2,Tum pest control Karva kar Un chhote chhote Bezubaan janvaron Ka Sansar ujaran chahti ho beta,"vaise mami ji aphi kahati hai ki Mere guest bedroom mein bahut Sare chuhe ho gaye hain. you know mama chuho Se plague fail sakta hai in chuho se nahin rosesh, vah to bade bade wild mote Jungali rats wo felata hai plague. yah to bichari Chhote little baby mice yeah yeah lekin rosesh bhaiya wo","vaise mami ji aphi kahati hai ki Mere guest bedroom mein bahut Sare chuhe ho gaye hain. you know mama chuho Se plague fail sakta hai in chuho se nahin rosesh, vah to bade bade wild mote Jungali rats wo felata hai plague. yah to bichari Chhote little baby mice yeah yeah lekin rosesh bhaiya wo Tum pest control Karva kar Un chhote chhote Bezubaan janvaron Ka Sansar ujaran chahti ho beta",vais mami ji aphi kahati hai ki mere guest bedrum mein bahut sare chuhe hu gay hain yu knuv mama chuhu se plagu fail sakta hai chuhu se nahin rusesh vah tu bade bade vild mute jungali rat vu felata hai plagu yah tu bichari chute litl babi mice yeah yeah lekin rusesh bhaiya vu tum pest cuntrul karva kar un chute chute bejuban janvarun ka sansar ujaran chahti hu beta
545,arey arey aise kaise chalun apne mama ki taxi mein chalun haina manisha?,2,apne mama ki taxi mein chalun haina manisha?,arey arey aise kaise chalun,arey arey aise kaise chalun apne mama ki taxi mein chalun haina manisha?,arey arey ais kais chalun apn mama ki taxi mein chalun haina manisha
546,Dad! Mom ne...Aah! Aah! Aah! Aap ko fir se mana kiya!,2,Aap ko fir se mana kiya!,Dad! Mom ne...Aah! Aah! Aah!,Dad! Mom ne...Aah! Aah! Aah! Aap ko fir se mana kiya!,dad mum ne aah aah aah aap ku fir se mana kiya
547,"Matlab aap ye baat pahale chupaane vaale the Momma se!? Obviously. And mind you! Rosesh mind you! Agar tumne mom ko kuch bhi bataya na, to tumhaari vo cabret dancer ki aatma ke saath saath tumhaari aatma ko bhi bhatka dunga mai.",0,"And mind you! Rosesh mind you! Agar tumne mom ko kuch bhi bataya na, to tumhaari vo cabret dancer ki aatma ke saath saath tumhaari aatma ko bhi bhatka dunga mai.",Matlab aap ye baat pahale chupaane vaale the Momma se!? Obviously.,"Matlab aap ye baat pahale chupaane vaale the Momma se!? Obviously. And mind you! Rosesh mind you! Agar tumne mom ko kuch bhi bataya na, to tumhaari vo cabret dancer ki aatma ke saath saath tumhaari aatma ko bhi bhatka dunga mai.",matlab ap ye bat pahal chupan vale muma se obviusli mind yu rusesh mind yu agar tumn mum ku kuch bhi bataya na tu tumhari vu cabret dancer ki atma ke sath sath tumhari atma ku bhi bhatka dunga mai
548,Dekhiae aap excuse me aap niche Chaliye Varna main security ko Bulaogi ha Kyon? Maine to apna Bhainsa building Ke Paar Park Kiya. Aur han niche register pe Dastakhad Bhi Ki Hai Acha. Toh Watchman Ne aapse Kuchh kahani Nahin vah bola Hoga Koi chambhu ka Nautanki wala. Chambhu yani Rosesh right?,1,Nahin vah bola Hoga Koi chambhu ka Nautanki wala. Chambhu yani Rosesh right?,Dekhiae aap excuse me aap niche Chaliye Varna main security ko Bulaogi ha Kyon? Maine to apna Bhainsa building Ke Paar Park Kiya. Aur han niche register pe Dastakhad Bhi Ki Hai Acha. Toh Watchman Ne aapse Kuchh kahani,Dekhiae aap excuse me aap niche Chaliye Varna main security ko Bulaogi ha Kyon? Maine to apna Bhainsa building Ke Paar Park Kiya. Aur han niche register pe Dastakhad Bhi Ki Hai Acha. Toh Watchman Ne aapse Kuchh kahani Nahin vah bola Hoga Koi chambhu ka Nautanki wala. Chambhu yani Rosesh right?,dekhia ap excus ap nich chaliy varna main secur ku bulaugi ha kyun main tu apna bhainsa build ke par park kiya aur han nich regist pe dastakhad bhi ki hai acha tuh watchman ne aps kuch kahani nahin vah bula huga kui chambhu ka nautanki vala chambhu yani rusesh right
549,"Mummy ji, ye bhi ho sakta hai, ki Rosesh bhaiya ne mujhe aur Sahil ko bulaya ho. Aakhir hum bhi to Mr and Mrs Sarabhai hai. Rosesh aisa nahi kar sakta. How do you know? Rosesh ab kuch bhi kar sakta hai. But i dont care! Aakhir vo hai kaun, ""Momma momma"" chillane vaala ek amateur poet, 50 machhuaaron ke beeh ek chota sa machhuaare ka ek chota sa role karke khush ho jata hai! Aur vo bhai aisa machhuaara jiska dialogue hai, ""Dubduk dubduk guduk!"". Itna bada ho gaya hai, lekin abhi rat ko goodnight kissie dene aata hai, aur jab mai kehti hu, ""You are my favourite baby!"" to ""Momma! Whoopie!"" karke mujhe hug karta hai.",3,"How do you know? Rosesh ab kuch bhi kar sakta hai. But i dont care! Aakhir vo hai kaun, ""Momma momma"" chillane vaala ek amateur poet, 50 machhuaaron ke beeh ek chota sa machhuaare ka ek chota sa role karke khush ho jata hai! Aur vo bhai aisa machhuaara jiska dialogue hai, ""Dubduk dubduk guduk!"". Itna bada ho gaya hai, lekin abhi rat ko goodnight kissie dene aata hai, aur jab mai kehti hu, ""You are my favourite baby!"" to ""Momma! Whoopie!"" karke mujhe hug karta hai.","Mummy ji, ye bhi ho sakta hai, ki Rosesh bhaiya ne mujhe aur Sahil ko bulaya ho. Aakhir hum bhi to Mr and Mrs Sarabhai hai. Rosesh aisa nahi kar sakta.","Mummy ji, ye bhi ho sakta hai, ki Rosesh bhaiya ne mujhe aur Sahil ko bulaya ho. Aakhir hum bhi to Mr and Mrs Sarabhai hai. Rosesh aisa nahi kar sakta. How do you know? Rosesh ab kuch bhi kar sakta hai. But i dont care! Aakhir vo hai kaun, ""Momma momma"" chillane vaala ek amateur poet, 50 machhuaaron ke beeh ek chota sa machhuaare ka ek chota sa role karke khush ho jata hai! Aur vo bhai aisa machhuaara jiska dialogue hai, ""Dubduk dubduk guduk!"". Itna bada ho gaya hai, lekin abhi rat ko goodnight kissie dene aata hai, aur jab mai kehti hu, ""You are my favourite baby!"" to ""Momma! Whoopie!"" karke mujhe hug karta hai.",mumi ji ye bhi hu sakta hai ki rusesh bhaiya ne mujh aur sahil ku bulaya hu aakhir hum bhi tu mr mr sarabhai hai rusesh aisa nahi kar sakta huv du yu knuv rusesh ab kuch bhi kar sakta hai dunt care aakhir vu hai kaun muma muma chilan vala ek amateur puet 50 machuarun ke beh ek chuta sa machuar ka ek chuta sa rule kark khush hu jata hai aur vu bhai aisa machuara jiska dialugu hai dubduk dubduk guduk itna bada hu gaya hai lekin abhi rat ku gudnight kisi dene ata hai aur jab mai kehti hu yu favurit babi tu muma whupi kark mujh hug karta hai
550,"Sahil Baba, Sahil Baba! Choti memesahab! Haan, boliye kya hua!? Neeche humaare ghar ke liye ambulance aa kar khadi hai... Ambulance kisne mangvaaye!? Ek hi aadami hai jo aag lagne se pehale dher saare kue khod ke rakhata hai, aur vo bhi tel ke! Kon? Mera bahanoi Dushyant!",1,Mera bahanoi Dushyant!,"Sahil Baba, Sahil Baba! Choti memesahab! Haan, boliye kya hua!? Neeche humaare ghar ke liye ambulance aa kar khadi hai... Ambulance kisne mangvaaye!? Ek hi aadami hai jo aag lagne se pehale dher saare kue khod ke rakhata hai, aur vo bhi tel ke! Kon?","Sahil Baba, Sahil Baba! Choti memesahab! Haan, boliye kya hua!? Neeche humaare ghar ke liye ambulance aa kar khadi hai... Ambulance kisne mangvaaye!? Ek hi aadami hai jo aag lagne se pehale dher saare kue khod ke rakhata hai, aur vo bhi tel ke! Kon? Mera bahanoi Dushyant!",sahil baba sahil baba chuti memesahab han buliy kya hua nech humar ghar ke liy ambul kar khadi hai ambul kisn mangvay ek hi adami hai ju ag lagn se pehal dher sare kue khud ke rakhata hai aur vu bhi tel ke kun mera bahanui dushyant
551,"Sahil, tumbhi Indravardhan ke saath mil kar aisa sab... Monisha ka itna asar pad gaya hai tum par! Maine kya kiya!? Haan, Maya iss ne to mujhe bas vo putla laa ke diya Haan vo to dikh raha hai... Kitna middle class mannequin hai ye!",2,Haan vo to dikh raha hai... Kitna middle class mannequin hai ye!,"Sahil, tumbhi Indravardhan ke saath mil kar aisa sab... Monisha ka itna asar pad gaya hai tum par! Maine kya kiya!? Haan, Maya iss ne to mujhe bas vo putla laa ke diya","Sahil, tumbhi Indravardhan ke saath mil kar aisa sab... Monisha ka itna asar pad gaya hai tum par! Maine kya kiya!? Haan, Maya iss ne to mujhe bas vo putla laa ke diya Haan vo to dikh raha hai... Kitna middle class mannequin hai ye!",sahil tumbhi indravardhan ke sath mil kar aisa sab munisha ka itna asar pad gaya hai tum par main kya kiya han maya ne tu mujh ba vu putla la ke diya han vu tu dikh raha hai kitna midl cla manekuin hai ye
552,"subplot. Or natak ke pnt kya honge pnt pattern and tone. I mean, at a psychological level, hum apne man ke bheetar chupe perversions ko awaz dekar unhe symbolically pesh kar rhe hai ya superficial level pe ek fantastically far fetched situation ka farsical representation kar rhe hai actually, hum log ye natak kar rhe hai jisme ek gunga, ek andha, ek behra hai or ek murder mystery solve kar rhe hai, okay. Padho",2,"actually, hum log ye natak kar rhe hai jisme ek gunga, ek andha, ek behra hai or ek murder mystery solve kar rhe hai, okay. Padho","subplot. Or natak ke pnt kya honge pnt pattern and tone. I mean, at a psychological level, hum apne man ke bheetar chupe perversions ko awaz dekar unhe symbolically pesh kar rhe hai ya superficial level pe ek fantastically far fetched situation ka farsical representation kar rhe hai","subplot. Or natak ke pnt kya honge pnt pattern and tone. I mean, at a psychological level, hum apne man ke bheetar chupe perversions ko awaz dekar unhe symbolically pesh kar rhe hai ya superficial level pe ek fantastically far fetched situation ka farsical representation kar rhe hai actually, hum log ye natak kar rhe hai jisme ek gunga, ek andha, ek behra hai or ek murder mystery solve kar rhe hai, okay. Padho",subplut natak ke pnt kya hung pnt patern tune mean psychulug level hum apn man ke bhetar chupe perversiun ku avaj dekar unh symbulicali pesh kar rhe hai ya superfici level pe ek fantasticali far fetch situatiun ka farsic representatiun kar rhe hai actuali hum lug ye natak kar rhe hai jism ek gunga ek andha ek behra hai ur ek murder mysteri sulv kar rhe hai ukay padhu
553,"Wallet mein kya tha sweety? Kuchh paise Aur meri nai Kavita ""bhoot Kabhi Dadhi Nahin banata"" Are baap re Maya fir to isko police fatak se dhundh nikal Legi! Kyunki Aise title wali Kavita likhane wala to duniya mein sirf ek hi aadami hai",2,Are baap re Maya fir to isko police fatak se dhundh nikal Legi! Kyunki Aise title wali Kavita likhane wala to duniya mein sirf ek hi aadami hai,"Wallet mein kya tha sweety? Kuchh paise Aur meri nai Kavita ""bhoot Kabhi Dadhi Nahin banata""","Wallet mein kya tha sweety? Kuchh paise Aur meri nai Kavita ""bhoot Kabhi Dadhi Nahin banata"" Are baap re Maya fir to isko police fatak se dhundh nikal Legi! Kyunki Aise title wali Kavita likhane wala to duniya mein sirf ek hi aadami hai",walet mein kya tha sveti kuch pais aur meri nai kavita bhut kabhi dadhi nahin banata bap maya fir tu isku pulic fatak se dhundh nikal legi kyunki ais titl vali kavita likhan vala tu duniya mein sirf ek hi adami hai
554,"Matlab aap ye baat pahale chupaane vaale the Momma se!? Obviously. And mind you! Rosesh mind you! Agar tumne mom ko kuch bhi bataya na, to tumhaari vo cabret dancer ki aatma ke saath saath tumhaari aatma ko bhi bhatka dunga mai. Nahi nahi, mai nahi! Ye naarad muni maharaj hai na!",0,"Nahi nahi, mai nahi! Ye naarad muni maharaj hai na!","Matlab aap ye baat pahale chupaane vaale the Momma se!? Obviously. And mind you! Rosesh mind you! Agar tumne mom ko kuch bhi bataya na, to tumhaari vo cabret dancer ki aatma ke saath saath tumhaari aatma ko bhi bhatka dunga mai.","Matlab aap ye baat pahale chupaane vaale the Momma se!? Obviously. And mind you! Rosesh mind you! Agar tumne mom ko kuch bhi bataya na, to tumhaari vo cabret dancer ki aatma ke saath saath tumhaari aatma ko bhi bhatka dunga mai. Nahi nahi, mai nahi! Ye naarad muni maharaj hai na!",matlab ap ye bat pahal chupan vale muma se obviusli mind yu rusesh mind yu agar tumn mum ku kuch bhi bataya na tu tumhari vu cabret dancer ki atma ke sath sath tumhari atma ku bhi bhatka dunga mai nahi nahi mai nahi ye narad muni maharaj hai na
555,"Tum Baldev ko support kaise kar sakto ho Indravardhan!? Simple, kyuki is case mein Baldev ka pagda hai. Agar Baldev ki kavita hi problem hai to hume Rosesh ko bhi divorce de dena chaahiye Maya...",0,Agar Baldev ki kavita hi problem hai to hume Rosesh ko bhi divorce de dena chaahiye Maya...,"Tum Baldev ko support kaise kar sakto ho Indravardhan!? Simple, kyuki is case mein Baldev ka pagda hai.","Tum Baldev ko support kaise kar sakto ho Indravardhan!? Simple, kyuki is case mein Baldev ka pagda hai. Agar Baldev ki kavita hi problem hai to hume Rosesh ko bhi divorce de dena chaahiye Maya...",tum baldev ku supurt kais kar saktu hu indravardhan simpl kyuki case mein baldev ka pagda hai agar baldev ki kavita hi prublem hai tu hume rusesh ku bhi divurc de dena chahiy maya
556,"Come on Monisha, ab tumhe ye nahi pata ki mard aur aurat kis tarah se alag hote hai? Mai uss tarah se alag hone ki baat nahi kar rahi hu, mai dimaag ki baat kar rahi hu. Achchha dimaag se!? Totally alag hote hai! Look, mardon ke dimaag hote hai, aur aurton ke baal lambe hote hai.",2,"Achchha dimaag se!? Totally alag hote hai! Look, mardon ke dimaag hote hai, aur aurton ke baal lambe hote hai.","Come on Monisha, ab tumhe ye nahi pata ki mard aur aurat kis tarah se alag hote hai? Mai uss tarah se alag hone ki baat nahi kar rahi hu, mai dimaag ki baat kar rahi hu.","Come on Monisha, ab tumhe ye nahi pata ki mard aur aurat kis tarah se alag hote hai? Mai uss tarah se alag hone ki baat nahi kar rahi hu, mai dimaag ki baat kar rahi hu. Achchha dimaag se!? Totally alag hote hai! Look, mardon ke dimaag hote hai, aur aurton ke baal lambe hote hai.",cume un munisha ab tumh ye nahi pata ki mard aur aurat ki tarah se alag hute hai mai us tarah se alag hune ki bat nahi kar rahi hu mai dimag ki bat kar rahi hu achcha dimag se tutali alag hute hai luk mardun ke dimag hute hai aur aurtun ke bal lamb hute hai
557," are kamaal hai yaar. Short story writing me bhi expert. You know maya tum me itni sari khubiyan hai ki kabhi kabhi mujhe tum achi lagti ho, bolo",2,"are kamaal hai yaar. Short story writing me bhi expert. You know maya tum me itni sari khubiyan hai ki kabhi kabhi mujhe tum achi lagti ho, bolo",," are kamaal hai yaar. Short story writing me bhi expert. You know maya tum me itni sari khubiyan hai ki kabhi kabhi mujhe tum achi lagti ho, bolo",kamal hai yar shurt sturi vrite bhi expert yu knuv maya tum itni sari khubiyan hai ki kabhi kabhi mujh tum achi lagti hu bulu
558,behen ya bhabhi ka role bhi chalega.. aur kuch nahi toh mei rosesh bhaiye ki secretary ban jaungi.. unki date sambhalungi monisha pehle apne ghar ka calendar toh sambhalo. zameen pe pada hua hai. aur tum rosesh ke saath kahin nahi jaogi,2,monisha pehle apne ghar ka calendar toh sambhalo. zameen pe pada hua hai. aur tum rosesh ke saath kahin nahi jaogi,behen ya bhabhi ka role bhi chalega.. aur kuch nahi toh mei rosesh bhaiye ki secretary ban jaungi.. unki date sambhalungi,behen ya bhabhi ka role bhi chalega.. aur kuch nahi toh mei rosesh bhaiye ki secretary ban jaungi.. unki date sambhalungi monisha pehle apne ghar ka calendar toh sambhalo. zameen pe pada hua hai. aur tum rosesh ke saath kahin nahi jaogi,behen ya bhabhi ka rule bhi chalega aur kuch nahi tuh mei rusesh bhaiy ki secretari ban jaungi unki date sambhalungi munisha pehl apn ghar ka calendar tuh sambhalu jamen pe pada hua hai aur tum rusesh ke sath kahin nahi jaugi
559,"good morning both of you. Ohh, very good subah subah excercise kar rhe ho momma me dance kar rha hun, dekhiye, teri baton me ane ki khushbu hai tera ana bhi garmi ki loo hai rosesh bhaiya yahan bhi chintiyan ho gyi hai kya chintiya haan aap abhi abhi per se maar rhe the na",2,haan aap abhi abhi per se maar rhe the na,"good morning both of you. Ohh, very good subah subah excercise kar rhe ho momma me dance kar rha hun, dekhiye, teri baton me ane ki khushbu hai tera ana bhi garmi ki loo hai rosesh bhaiya yahan bhi chintiyan ho gyi hai kya chintiya","good morning both of you. Ohh, very good subah subah excercise kar rhe ho momma me dance kar rha hun, dekhiye, teri baton me ane ki khushbu hai tera ana bhi garmi ki loo hai rosesh bhaiya yahan bhi chintiyan ho gyi hai kya chintiya haan aap abhi abhi per se maar rhe the na",gud murn buth uf yu oh gud subah subah excercis kar rhe hu muma danc kar rha hun dekhiy teri batun ane ki khushbu hai tera ana bhi garmi ki lu hai rusesh bhaiya yahan bhi chintiyan hu gyi hai kya chintiya han ap abhi abhi per se mar rhe na
